"datasetName","basisOfRecord","sample_processed","recordedBy","occurrenceRemarks","date_setup","date_collect","eventID","fieldNumber","SC","samplingProtocol","eventRemarks","site","trap","geodeticDatum","latitude","longitude","gps_uncertainty","verbatimCoordinateSystem","verbatimSRS","georeferenceProtocol","identifiedBy","dung_type","Bubas bison","Digitonthophagus gazella","Euoniticellus africanus","Euoniticellus fulvus","Euoniticellus intermedius","Euoniticellus pallipes","Geotrupes spiniger","Hamonthophagus depressus","Liatongus militaris","Onitis alexis","Onthophagus binodis","Onitis caffer","Onitis viridulus","Onitis pecuarius","Onthophagus taurus","Onitis aygulus","Sisyphus rubrus","Sisyphus spinipes"
"Dung Beetle Ecosystem Engineers",,"N","SFS",,2021-04-22 06:08:00,2021-04-23 06:12:00,"TC-05085_SC-06409_330779_331477","TC-05085","SC-06409","DBEE pan trap baited with 1kg (+/- 0.3kg) cattle dung wrapped in a meshBag",,"Tambo_Crossing","Tambo_Crossing Trap 1","EPSG:4326",-37.509966,147.8459604,4.165999889,"decimal degrees","EPSG:4326","coordinatesFromMobileDevice",,"cattle",,,,,,,,,,,,,,,,,,
"Dung Beetle Ecosystem Engineers",,"N","SFS",,2021-04-22 06:15:00,2021-04-23 06:20:00,"TC-05086_SC-06413_330780_331479","TC-05086","SC-06413","DBEE pan trap baited with 1kg (+/- 0.3kg) cattle dung wrapped in a meshBag",,"Tambo_Crossing","Tambo_Crossing Trap 2","EPSG:4326",-37.5057986,147.8463641,6.625,"decimal degrees","EPSG:4326","coordinatesFromMobileDevice",,"cattle",,,,,,,,,,,,,,,,,,
"Dung Beetle Ecosystem Engineers",,"N","SFS",,2021-04-22 06:22:00,2021-04-23 06:26:00,"TC-05087_SC-06417_330781_331480","TC-05087","SC-06417","DBEE pan trap baited with 1kg (+/- 0.3kg) cattle dung wrapped in a meshBag",,"Tambo_Crossing","Tambo_Crossing Trap 3","EPSG:4326",-37.5025461,147.8458256,8.333000183,"decimal degrees","EPSG:4326","coordinatesFromMobileDevice",,"cattle",,,,,,,,,,,,,,,,,,
"Dung Beetle Ecosystem Engineers",,"N","SFS",,2021-04-22 06:34:00,2021-04-23 06:33:00,"TC-05088_SC-06421_330782_331481","TC-05088","SC-06421","DBEE pan trap baited with 1kg (+/- 0.3kg) cattle dung wrapped in a meshBag",,"Tambo_Crossing","Tambo_Crossing Trap 4","EPSG:4326",-37.4946933,147.8469226,7.75,"decimal degrees","EPSG:4326","coordinatesFromMobileDevice",,"cattle",,,,,,,,,,,,,,,,,,
"Dung Beetle Ecosystem Engineers",,"N","SFS",,2021-06-02 07:39:00,2021-06-03 07:01:00,"TC-05105_SC-06387_347096_347558","TC-05105","SC-06387","DBEE pan trap baited with 1kg (+/- 0.3kg) cattle dung wrapped in a meshBag",,"Tambo_Crossing","Tambo_Crossing Trap 1","EPSG:4326",-37.509992,147.8459437,10.33300018,"decimal degrees","EPSG:4326","coordinatesFromMobileDevice",,"cattle",,,,,,,,,,,,,,,,,,
"Dung Beetle Ecosystem Engineers",,"N","SFS",,2021-06-02 08:28:00,2021-06-03 07:13:00,"TC-05106_SC-06391_347110_347559","TC-05106","SC-06391","DBEE pan trap baited with 1kg (+/- 0.3kg) cattle dung wrapped in a meshBag",,"Tambo_Crossing","Tambo_Crossing Trap 2","EPSG:4326",-37.5057752,147.8463406,7.5,"decimal degrees","EPSG:4326","coordinatesFromMobileDevice",,"cattle",,,,,,,,,,,,,,,,,,
"Dung Beetle Ecosystem Engineers",,"N","SFS",,2021-06-02 08:36:00,2021-06-03 07:20:00,"TC-05107_SC-06395_347114_347560","TC-05107","SC-06395","DBEE pan trap baited with 1kg (+/- 0.3kg) cattle dung wrapped in a meshBag",,"Tambo_Crossing","Tambo_Crossing Trap 3","EPSG:4326",-37.5025792,147.8458195,7.083000183,"decimal degrees","EPSG:4326","coordinatesFromMobileDevice",,"cattle",,,,,,,,,,,,,,,,,,
"Dung Beetle Ecosystem Engineers",,"N","SFS",,2021-06-02 08:44:00,2021-06-03 07:28:00,"TC-05108_SC-06399_347118_347561","TC-05108","SC-06399","DBEE pan trap baited with 1kg (+/- 0.3kg) cattle dung wrapped in a meshBag",,"Tambo_Crossing","Tambo_Crossing Trap 4","EPSG:4326",-37.4947182,147.8469738,10.92800045,"decimal degrees","EPSG:4326","coordinatesFromMobileDevice",,"cattle",,,,,,,,,,,,,,,,,,
"Dung Beetle Ecosystem Engineers",,"N","SFS",,2021-07-01 06:47:00,2021-07-02 07:15:00,"TC-07831_SC-06439_353222_353416","TC-07831","SC-06439","DBEE pan trap baited with 1kg (+/- 0.3kg) cattle dung wrapped in a meshBag",,"Tambo_Crossing","Tambo_Crossing Trap 1","EPSG:4326",-37.5100407,147.8459478,6.5,"decimal degrees","EPSG:4326","coordinatesFromMobileDevice",,"cattle",,,,,,,,,,,,,,,,,,
"Dung Beetle Ecosystem Engineers",,"N","SFS",,2021-07-01 06:55:00,2021-07-02 07:22:00,"TC-07832_SC-06476_353223_353417","TC-07832","SC-06476","DBEE pan trap baited with 1kg (+/- 0.3kg) cattle dung wrapped in a meshBag",,"Tambo_Crossing","Tambo_Crossing Trap 2","EPSG:4326",-37.5057515,147.8463384,3.921999931,"decimal degrees","EPSG:4326","coordinatesFromMobileDevice",,"cattle",,,,,,,,,,,,,,,,,,
"Dung Beetle Ecosystem Engineers",,"N","SFS",,2021-07-01 07:01:00,2021-07-02 07:27:00,"TC-07833_SC-06435_353224_353419","TC-07833","SC-06435","DBEE pan trap baited with 1kg (+/- 0.3kg) cattle dung wrapped in a meshBag",,"Tambo_Crossing","Tambo_Crossing Trap 3","EPSG:4326",-37.5025106,147.8458279,3.900000095,"decimal degrees","EPSG:4326","coordinatesFromMobileDevice",,"cattle",,,,,,,,,,,,,,,,,,
"Dung Beetle Ecosystem Engineers",,"N","SFS",,2021-07-01 07:07:00,2021-07-02 07:33:00,"TC-07834_SC-06480_353225_353421","TC-07834","SC-06480","DBEE pan trap baited with 1kg (+/- 0.3kg) cattle dung wrapped in a meshBag",,"Tambo_Crossing","Tambo_Crossing Trap 4","EPSG:4326",-37.4946612,147.8469447,4.150000095,"decimal degrees","EPSG:4326","coordinatesFromMobileDevice",,"cattle",,,,,,,,,,,,,,,,,,
"Dung Beetle Ecosystem Engineers",,"N","SFS",,2021-09-22 06:18:00,2021-09-23 06:27:00,"TC-07871_SC-06518_367450_367612","TC-07871","SC-06518","DBEE pan trap baited with 1kg (+/- 0.3kg) cattle dung wrapped in a meshBag",,"Tambo_Crossing","Tambo_Crossing Trap 1","EPSG:4326",-37.5099981,147.8459766,8.5,"decimal degrees","EPSG:4326","coordinatesFromMobileDevice",,"cattle",,,,,,,,,,,,,,,,,,
"Dung Beetle Ecosystem Engineers",,"N","SFS",,2021-09-22 06:25:00,2021-09-23 06:35:00,"TC-07885_SC-06514_367451_367616","TC-07885","SC-06514","DBEE pan trap baited with 1kg (+/- 0.3kg) cattle dung wrapped in a meshBag",,"Tambo_Crossing","Tambo_Crossing Trap 2","EPSG:4326",-37.5058261,147.8463907,6,"decimal degrees","EPSG:4326","coordinatesFromMobileDevice",,"cattle",,,,,,,,,,,,,,,,,,
"Dung Beetle Ecosystem Engineers",,"N","SFS",,2021-09-22 06:31:00,2021-09-23 06:43:00,"TC-07886_SC-06510_367452_367617","TC-07886","SC-06510","DBEE pan trap baited with 1kg (+/- 0.3kg) cattle dung wrapped in a meshBag",,"Tambo_Crossing","Tambo_Crossing Trap 3","EPSG:4326",-37.5025822,147.8458358,4.5,"decimal degrees","EPSG:4326","coordinatesFromMobileDevice",,"cattle",,,,,,,,,,,,,,,,,,
"Dung Beetle Ecosystem Engineers",,"N","SFS",,2021-09-22 06:40:00,2021-09-23 06:51:00,"TC-07887_SC-06506_367453_367618","TC-07887","SC-06506","DBEE pan trap baited with 1kg (+/- 0.3kg) cattle dung wrapped in a meshBag",,"Tambo_Crossing","Tambo_Crossing Trap 4","EPSG:4326",-37.4946715,147.846954,5.665999889,"decimal degrees","EPSG:4326","coordinatesFromMobileDevice",,"cattle",,,,,,,,,,,,,,,,,,
"Dung Beetle Ecosystem Engineers",,"N","SFS",,2021-10-20 06:02:00,2021-10-22 06:51:00,"TC-07913_SC-09514_370344_370606","TC-07913","SC-09514","DBEE pan trap baited with 1kg (+/- 0.3kg) cattle dung wrapped in a meshBag",,"Tambo_Crossing","Tambo_Crossing Trap 1","EPSG:4326",-37.5100008,147.845895,8.875,"decimal degrees","EPSG:4326","coordinatesFromMobileDevice",,"cattle",,,,,,,,,,,,,,,,,,
"Dung Beetle Ecosystem Engineers",,"N","SFS",,2021-10-20 06:08:00,2021-10-22 06:57:00,"TC-07914_SC-09510_370345_370607","TC-07914","SC-09510","DBEE pan trap baited with 1kg (+/- 0.3kg) cattle dung wrapped in a meshBag",,"Tambo_Crossing","Tambo_Crossing Trap 2","EPSG:4326",-37.5057939,147.8463269,7.75,"decimal degrees","EPSG:4326","coordinatesFromMobileDevice",,"cattle",,,,,,,,,,,,,,,,,,
"Dung Beetle Ecosystem Engineers",,"N","SFS",,2021-10-20 06:53:00,2021-10-22 07:04:00,"TC-07915_SC-09506_370347_370609","TC-07915","SC-09506","DBEE pan trap baited with 1kg (+/- 0.3kg) cattle dung wrapped in a meshBag",,"Tambo_Crossing","Tambo_Crossing Trap 3","EPSG:4326",-37.5025565,147.8458325,6.375,"decimal degrees","EPSG:4326","coordinatesFromMobileDevice",,"cattle",,,,,,,,,,,,,,,,,,
"Dung Beetle Ecosystem Engineers",,"N","SFS",,2021-10-20 07:03:00,2021-10-22 07:14:00,"TC-07916_SC-09505_370348_370612","TC-07916","SC-09505","DBEE pan trap baited with 1kg (+/- 0.3kg) cattle dung wrapped in a meshBag",,"Tambo_Crossing","Tambo_Crossing Trap 4","EPSG:4326",-37.4946589,147.8469398,6.75,"decimal degrees","EPSG:4326","coordinatesFromMobileDevice",,"cattle",,,,,,,,,,,,,,,,,,
"Dung Beetle Ecosystem Engineers",,"N","SFS",,2022-03-17 05:15:00,2022-03-18 05:04:00,"TC-07934_SC-09358_380797_381065","TC-07934","SC-09358","DBEE pan trap baited with 1kg (+/- 0.3kg) cattle dung wrapped in a meshBag",,"Tambo_Crossing","Tambo_Crossing Trap 2","EPSG:4326",-37.5057839,147.8463202,5.356999874,"decimal degrees","EPSG:4326","coordinatesFromMobileDevice",,"cattle",,,,,,,,,,,,,,,,,,
"Dung Beetle Ecosystem Engineers",,"N","SFS",,2022-03-17 05:25:00,2022-03-18 05:13:00,"TC-07935_SC-09359_380798_381067","TC-07935","SC-09359","DBEE pan trap baited with 1kg (+/- 0.3kg) cattle dung wrapped in a meshBag",,"Tambo_Crossing","Tambo_Crossing Trap 3","EPSG:4326",-37.502576,147.8457766,16.45700073,"decimal degrees","EPSG:4326","coordinatesFromMobileDevice",,"cattle",,,,,,,,,,,,,,,,,,
"Dung Beetle Ecosystem Engineers",,"N","SFS",,2022-03-17 05:08:00,2022-03-18 04:57:00,"TC-07936_SC-09351_380796_381064","TC-07936","SC-09351","DBEE pan trap baited with 1kg (+/- 0.3kg) cattle dung wrapped in a meshBag",,"Tambo_Crossing","Tambo_Crossing Trap 1","EPSG:4326",-37.5100406,147.8459612,7.599999905,"decimal degrees","EPSG:4326","coordinatesFromMobileDevice",,"cattle",,,,,,,,,,,,,,,,,,
"Dung Beetle Ecosystem Engineers",,"N","SFS",,2022-03-17 05:32:00,2022-03-18 05:21:00,"TC-07956_SC-09355_380799_381068","TC-07956","SC-09355","DBEE pan trap baited with 1kg (+/- 0.3kg) cattle dung wrapped in a meshBag",,"Tambo_Crossing","Tambo_Crossing Trap 4","EPSG:4326",-37.4947312,147.8469695,5.943999767,"decimal degrees","EPSG:4326","coordinatesFromMobileDevice",,"cattle",,,,,,,,,,,,,,,,,,
"Dung Beetle Ecosystem Engineers","PreservedSpecimen","Y","CSU",,2019-07-09 11:55:00,2019-07-10 10:32:00,"TC-00553_SC-01165_110300_110666","TC-00553","SC-01165","DBEE pan trap baited with 1kg (+/- 0.3kg) cattle dung wrapped in a meshBag",,"Tarcutta","Tarcutta Trap 1","EPSG:4326",-35.2889354,147.7263618,3.444000006,"decimal degrees","EPSG:4326","coordinatesFromMobileDevice","UWA","cattle",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dung Beetle Ecosystem Engineers","PreservedSpecimen","Y","CSU",,2019-07-09 12:03:00,2019-07-10 10:39:00,"TC-00554_SC-01166_110306_110676","TC-00554","SC-01166","DBEE pan trap baited with 1kg (+/- 0.3kg) cattle dung wrapped in a meshBag",,"Tarcutta","Tarcutta Trap 2","EPSG:4326",-35.2910975,147.722005,3,"decimal degrees","EPSG:4326","coordinatesFromMobileDevice","UWA","cattle",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dung Beetle Ecosystem Engineers","PreservedSpecimen","Y","CSU",,2019-07-09 12:10:00,2019-07-10 10:47:00,"TC-00555_SC-01167_110312_110683","TC-00555","SC-01167","DBEE pan trap baited with 1kg (+/- 0.3kg) cattle dung wrapped in a meshBag",,"Tarcutta","Tarcutta Trap 3","EPSG:4326",-35.2923854,147.7262726,12.05500031,"decimal degrees","EPSG:4326","coordinatesFromMobileDevice","UWA","cattle",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dung Beetle Ecosystem Engineers","PreservedSpecimen","Y","CSU",,2019-07-09 12:16:00,2019-07-10 10:57:00,"TC-00556_SC-01168_110314_110691","TC-00556","SC-01168","DBEE pan trap baited with 1kg (+/- 0.3kg) cattle dung wrapped in a meshBag",,"Tarcutta","Tarcutta Trap 4","EPSG:4326",-35.2950079,147.7303612,3,"decimal degrees","EPSG:4326","coordinatesFromMobileDevice","UWA","cattle",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dung Beetle Ecosystem Engineers","PreservedSpecimen","Y","CSU",,2019-08-14 11:16:00,2019-08-15 11:02:00,"TC-00557_SC-01192_117556_118030","TC-00557","SC-01192","DBEE pan trap baited with 1kg (+/- 0.3kg) cattle dung wrapped in a meshBag",,"Tarcutta","Tarcutta Trap 4","EPSG:4326",-35.2958098,147.7318033,3,"decimal degrees","EPSG:4326","coordinatesFromMobileDevice","UWA","cattle",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dung Beetle Ecosystem Engineers","PreservedSpecimen","Y","CSU",,2019-08-14 11:27:00,2019-08-15 10:53:00,"TC-00558_SC-01191_117568_118024","TC-00558","SC-01191","DBEE pan trap baited with 1kg (+/- 0.3kg) cattle dung wrapped in a meshBag",,"Tarcutta","Tarcutta Trap 3","EPSG:4326",-35.292576,147.726378,3,"decimal degrees","EPSG:4326","coordinatesFromMobileDevice","UWA","cattle",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dung Beetle Ecosystem Engineers","PreservedSpecimen","Y","CSU",,2019-08-14 11:37:00,2019-08-15 10:43:00,"TC-00559_SC-01189_117577_118016","TC-00559","SC-01189","DBEE pan trap baited with 1kg (+/- 0.3kg) cattle dung wrapped in a meshBag",,"Tarcutta","Tarcutta Trap 1","EPSG:4326",-35.2889915,147.7262926,3,"decimal degrees","EPSG:4326","coordinatesFromMobileDevice","UWA","cattle",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dung Beetle Ecosystem Engineers","PreservedSpecimen","Y","CSU",,2019-08-14 11:51:00,2019-08-15 10:35:00,"TC-00560_SC-01190_117594_118006","TC-00560","SC-01190","DBEE pan trap baited with 1kg (+/- 0.3kg) cattle dung wrapped in a meshBag",,"Tarcutta","Tarcutta Trap 2","EPSG:4326",-35.29103,147.7221326,3.576999903,"decimal degrees","EPSG:4326","coordinatesFromMobileDevice","UWA","cattle",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dung Beetle Ecosystem Engineers","PreservedSpecimen","Y","CSU",,2019-09-09 10:48:00,2019-09-10 11:03:00,"TC-00561_SC-02223_123292_123593","TC-00561","SC-02223","DBEE pan trap baited with 1kg (+/- 0.3kg) cattle dung wrapped in a meshBag",,"Tarcutta","Tarcutta Trap 3","EPSG:4326",-35.29267671,147.7264856,5,"decimal degrees","EPSG:4326","coordinatesFromMobileDevice","UWA","cattle",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dung Beetle Ecosystem Engineers","PreservedSpecimen","Y","CSU",,2019-09-09 10:53:00,2019-09-10 11:10:00,"TC-00562_SC-02224_123295_123597","TC-00562","SC-02224","DBEE pan trap baited with 1kg (+/- 0.3kg) cattle dung wrapped in a meshBag",,"Tarcutta","Tarcutta Trap 4","EPSG:4326",-35.295906714197,147.73157103932,5,"decimal degrees","EPSG:4326","coordinatesFromMobileDevice","UWA","cattle",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dung Beetle Ecosystem Engineers","PreservedSpecimen","Y","CSU",,2019-09-09 11:00:00,2019-09-10 10:56:00,"TC-00563_SC-02222_123298_123588","TC-00563","SC-02222","DBEE pan trap baited with 1kg (+/- 0.3kg) cattle dung wrapped in a meshBag",,"Tarcutta","Tarcutta Trap 1","EPSG:4326",-35.28908196,147.7262945,5,"decimal degrees","EPSG:4326","coordinatesFromMobileDevice","UWA","cattle",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dung Beetle Ecosystem Engineers","PreservedSpecimen","Y","CSU",,2019-09-09 11:05:00,2019-09-10 10:45:00,"TC-00564_SC-02221_123338_123584","TC-00564","SC-02221","DBEE pan trap baited with 1kg (+/- 0.3kg) cattle dung wrapped in a meshBag",,"Tarcutta","Tarcutta Trap 2","EPSG:4326",-35.29104324061,147.72209680653,5,"decimal degrees","EPSG:4326","coordinatesFromMobileDevice","UWA","cattle",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dung Beetle Ecosystem Engineers","PreservedSpecimen","Y","CSU",,2019-10-09 09:59:00,2019-10-10 09:18:00,"TC-00565_SC-02249_129504_129755","TC-00565","SC-02249","DBEE pan trap baited with 1kg (+/- 0.3kg) cattle dung wrapped in a meshBag",,"Tarcutta","Tarcutta Trap 1","EPSG:4326",-35.2890334,147.7264102,3.900000095,"decimal degrees","EPSG:4326","coordinatesFromMobileDevice","UWA","cattle",2,0,0,9,0,1,0,0,0,0,0,0,0,0,10,0,0,0
"Dung Beetle Ecosystem Engineers","PreservedSpecimen","Y","CSU",,2019-10-09 10:28:00,2019-10-10 09:49:00,"TC-00566_SC-02250_129513_129774","TC-00566","SC-02250","DBEE pan trap baited with 1kg (+/- 0.3kg) cattle dung wrapped in a meshBag",,"Tarcutta","Tarcutta Trap 2","EPSG:4326",-35.2910218,147.7220948,3.900000095,"decimal degrees","EPSG:4326","coordinatesFromMobileDevice","UWA","cattle",0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
"Dung Beetle Ecosystem Engineers","PreservedSpecimen","Y","CSU",,2019-10-09 10:07:00,2019-10-10 09:29:00,"TC-00567_SC-02251_129508_129763","TC-00567","SC-02251","DBEE pan trap baited with 1kg (+/- 0.3kg) cattle dung wrapped in a meshBag",,"Tarcutta","Tarcutta Trap 3","EPSG:4326",-35.292575,147.7263783,3.900000095,"decimal degrees","EPSG:4326","coordinatesFromMobileDevice","UWA","cattle",0,0,0,1,0,0,0,0,0,0,0,0,0,0,17,0,0,0
"Dung Beetle Ecosystem Engineers","PreservedSpecimen","Y","CSU",,2019-10-09 10:17:00,2019-10-10 09:38:00,"TC-00568_SC-02252_129511_129767","TC-00568","SC-02252","DBEE pan trap baited with 1kg (+/- 0.3kg) cattle dung wrapped in a meshBag",,"Tarcutta","Tarcutta Trap 4","EPSG:4326",-35.2959824,147.731799,3.900000095,"decimal degrees","EPSG:4326","coordinatesFromMobileDevice","UWA","cattle",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
"Dung Beetle Ecosystem Engineers","PreservedSpecimen","Y","CSU",,2019-11-12 09:50:00,2019-11-13 09:08:00,"TC-00569_SC-02278_139229_139637","TC-00569","SC-02278","DBEE pan trap baited with 1kg (+/- 0.3kg) cattle dung wrapped in a meshBag",,"Tarcutta","Tarcutta Trap 1","EPSG:4326",-35.2891284,147.7263696,3.900000095,"decimal degrees","EPSG:4326","coordinatesFromMobileDevice","UWA","cattle",0,0,0,2,0,0,0,0,0,0,0,0,0,0,20,0,0,0
"Dung Beetle Ecosystem Engineers","PreservedSpecimen","Y","CSU",,2019-11-12 10:01:00,2019-11-13 09:19:00,"TC-00570_SC-02279_139237_139651","TC-00570","SC-02279","DBEE pan trap baited with 1kg (+/- 0.3kg) cattle dung wrapped in a meshBag",,"Tarcutta","Tarcutta Trap 3","EPSG:4326",-35.2926847,147.7264227,3.900000095,"decimal degrees","EPSG:4326","coordinatesFromMobileDevice","UWA","cattle",1,0,0,2,0,0,0,0,0,0,0,0,0,0,21,0,0,0
"Dung Beetle Ecosystem Engineers","PreservedSpecimen","Y","CSU",,2019-11-12 10:12:00,2019-11-13 09:33:00,"TC-00571_SC-02280_139247_139671","TC-00571","SC-02280","DBEE pan trap baited with 1kg (+/- 0.3kg) cattle dung wrapped in a meshBag",,"Tarcutta","Tarcutta Trap 4","EPSG:4326",-35.296557,147.7316488,3.900000095,"decimal degrees","EPSG:4326","coordinatesFromMobileDevice","UWA","cattle",0,0,0,4,0,8,0,0,0,0,2,0,0,0,40,0,0,0
"Dung Beetle Ecosystem Engineers","PreservedSpecimen","Y","CSU",,2019-12-17 08:19:00,2019-12-18 08:38:00,"TC-00573_SC-02513_151000_151355","TC-00573","SC-02513","DBEE pan trap baited with 1kg (+/- 0.3kg) cattle dung wrapped in a meshBag",,"Tarcutta","Tarcutta Trap 1","EPSG:4326",-35.2890129,147.7264211,3.900000095,"decimal degrees","EPSG:4326","coordinatesFromMobileDevice","UWA","cattle",0,0,1,200,0,25,0,0,0,0,1,0,0,0,284,0,0,0
"Dung Beetle Ecosystem Engineers","PreservedSpecimen","Y","CSU",,2019-12-17 08:42:00,2019-12-18 09:15:00,"TC-00574_SC-02516_151017_151403","TC-00574","SC-02516","DBEE pan trap baited with 1kg (+/- 0.3kg) cattle dung wrapped in a meshBag",,"Tarcutta","Tarcutta Trap 2","EPSG:4326",-35.2909742,147.7221196,5.679999828,"decimal degrees","EPSG:4326","coordinatesFromMobileDevice","UWA","cattle",0,0,0,144,0,33,0,0,0,2,0,0,0,0,572,3,0,0
"Dung Beetle Ecosystem Engineers","PreservedSpecimen","Y","CSU",,2019-12-17 08:27:00,2019-12-18 08:49:00,"TC-00575_SC-02514_151007_151365","TC-00575","SC-02514","DBEE pan trap baited with 1kg (+/- 0.3kg) cattle dung wrapped in a meshBag",,"Tarcutta","Tarcutta Trap 3","EPSG:4326",-35.2926874,147.7264118,4.706999779,"decimal degrees","EPSG:4326","coordinatesFromMobileDevice","UWA","cattle",0,0,3,200,0,35,0,0,0,0,1,0,0,0,787,1,0,0
"Dung Beetle Ecosystem Engineers","PreservedSpecimen","Y","CSU",,2019-12-17 08:33:00,2019-12-18 09:01:00,"TC-00576_SC-02525_151012_151382","TC-00576","SC-02525","DBEE pan trap baited with 1kg (+/- 0.3kg) cattle dung wrapped in a meshBag",,"Tarcutta","Tarcutta Trap 4","EPSG:4326",-35.2964548,147.7317086,4.019999981,"decimal degrees","EPSG:4326","coordinatesFromMobileDevice","UWA","cattle",0,0,6,387,0,9,0,0,0,1,3,0,0,0,625,0,0,0
"Dung Beetle Ecosystem Engineers","PreservedSpecimen","Y","CSU",,2020-01-23 10:03:00,2020-01-24 09:05:00,"TC-02017_SC-02525a_161002_161078","TC-02017","SC-02525a","DBEE pan trap baited with 1kg (+/- 0.3kg) cattle dung wrapped in a meshBag",,"Tarcutta","Tarcutta Trap 1","EPSG:4326",-35.2892748,147.7264318,34.34700012,"decimal degrees","EPSG:4326","coordinatesFromMobileDevice","UWA","cattle",0,1,0,18,0,4,0,0,0,0,1,0,0,0,31,1,0,0
"Dung Beetle Ecosystem Engineers","PreservedSpecimen","Y","CSU",,2020-01-23 10:12:00,2020-01-24 09:14:00,"TC-02018_SC-02526_161003_161085","TC-02018","SC-02526","DBEE pan trap baited with 1kg (+/- 0.3kg) cattle dung wrapped in a meshBag",,"Tarcutta","Tarcutta Trap 3","EPSG:4326",-35.2926641,147.7262912,7.679999828,"decimal degrees","EPSG:4326","coordinatesFromMobileDevice","UWA","cattle",0,0,0,7,0,3,0,0,0,0,0,0,0,0,2,0,0,0
"Dung Beetle Ecosystem Engineers","PreservedSpecimen","Y","CSU",,2020-01-23 10:20:00,2020-01-24 09:22:00,"TC-02019_SC-02527_161004_161090","TC-02019","SC-02527","DBEE pan trap baited with 1kg (+/- 0.3kg) cattle dung wrapped in a meshBag",,"Tarcutta","Tarcutta Trap 4","EPSG:4326",-35.2964972,147.731656,3.900000095,"decimal degrees","EPSG:4326","coordinatesFromMobileDevice","UWA","cattle",0,0,0,20,0,1,0,0,0,0,0,0,0,0,42,0,0,0
"Dung Beetle Ecosystem Engineers","PreservedSpecimen","Y","CSU",,2020-01-23 10:31:00,2020-01-24 09:31:00,"TC-02020_SC-02528_161005_161098","TC-02020","SC-02528","DBEE pan trap baited with 1kg (+/- 0.3kg) cattle dung wrapped in a meshBag",,"Tarcutta","Tarcutta Trap 2","EPSG:4326",-35.2910463,147.7221063,4.632999897,"decimal degrees","EPSG:4326","coordinatesFromMobileDevice","UWA","cattle",0,1,0,10,0,4,0,0,0,0,0,0,0,0,7,0,0,0
"Dung Beetle Ecosystem Engineers","PreservedSpecimen","Y","CSU",,2020-03-17 09:08:00,2020-03-18 09:49:00,"TC-02021_SC-05245_177855_178456","TC-02021","SC-05245","DBEE pan trap baited with 1kg (+/- 0.3kg) cattle dung wrapped in a meshBag",,"Tarcutta","Tarcutta Trap 1","EPSG:4326",-35.2891546,147.7264068,3.900000095,"decimal degrees","EPSG:4326","coordinatesFromMobileDevice","UWA","cattle",0,11,0,24,0,8,0,0,0,3,0,0,0,0,46,0,0,0
"Dung Beetle Ecosystem Engineers","PreservedSpecimen","Y","CSU",,2020-03-17 09:14:00,2020-03-18 09:58:00,"TC-02022_SC-05246_177865_178473","TC-02022","SC-05246","DBEE pan trap baited with 1kg (+/- 0.3kg) cattle dung wrapped in a meshBag",,"Tarcutta","Tarcutta Trap 4","EPSG:4326",-35.2963631,147.7317064,3.900000095,"decimal degrees","EPSG:4326","coordinatesFromMobileDevice","UWA","cattle",0,0,0,39,0,20,0,0,0,0,0,0,0,0,60,0,0,0
"Dung Beetle Ecosystem Engineers","PreservedSpecimen","Y","CSU",,2020-03-17 09:21:00,2020-03-18 10:06:00,"TC-02023_SC-05247_177879_178491","TC-02023","SC-05247","DBEE pan trap baited with 1kg (+/- 0.3kg) cattle dung wrapped in a meshBag",,"Tarcutta","Tarcutta Trap 3","EPSG:4326",-35.2926203,147.7264607,3.900000095,"decimal degrees","EPSG:4326","coordinatesFromMobileDevice","UWA","cattle",0,1,1,47,0,31,0,0,0,2,1,0,0,0,82,0,0,0
"Dung Beetle Ecosystem Engineers","PreservedSpecimen","Y","CSU",,2020-03-17 09:26:00,2020-03-18 10:19:00,"TC-02024_SC-05248_177886_178509","TC-02024","SC-05248","DBEE pan trap baited with 1kg (+/- 0.3kg) cattle dung wrapped in a meshBag",,"Tarcutta","Tarcutta Trap 2","EPSG:4326",-35.2910563,147.722094,5.039999962,"decimal degrees","EPSG:4326","coordinatesFromMobileDevice","UWA","cattle",0,4,0,17,0,12,0,0,0,0,1,0,0,0,21,0,0,0
