"region","site_code","site","trap","date_setup","date_collect","verbatimLongitude","verbatimLatitude","coordinate_level","coordinate_source","verbatimCoordinateSystem","gazella","sagittarius","militaris","alexis","viridulus","intermedius","spinipes","rubrus","elphenor","nigriventris","binodis","caffer","pecuarius","africanus","vanderkelleni"
"NQ","NQ27","Cloncurry/Burketown","2",2002-04-28,2002-04-29,"139 56.370 E","18 58.510 S","trap","GPS","degrees decimal minutes",8,0,0,0,0,5,0,0,0,0,0,0,0,0,0
"NQ","NQ12","Greenvale","1",2001-03-08,2001-03-09,"144 57.000 E","19 5.080 S","trap","GPS","degrees decimal minutes",27,0,8,0,0,92,0,4,0,0,0,0,0,0,0
"NQ","NQ12","Greenvale","2",2001-03-08,2001-03-09,"144 55.940 E","19 6.320 S","trap","GPS","degrees decimal minutes",35,0,45,1,0,61,6,8,0,0,0,0,0,0,0
"NQ","NQ12","Greenvale","1",2001-04-15,2001-04-16,"144 57.000 E","19 5.080 S","trap","GPS","degrees decimal minutes",0,0,2,0,0,20,0,0,0,0,0,0,0,0,0
"NQ","NQ12","Greenvale","2",2001-04-15,2001-04-16,"144 55.940 E","19 6.320 S","trap","GPS","degrees decimal minutes",205,0,149,0,0,481,92,114,0,0,0,0,0,0,0
"NQ","NQ12","Greenvale","1",2001-05-27,2001-05-28,"144 57.000 E","19 5.080 S","trap","GPS","degrees decimal minutes",1,0,0,0,0,11,0,0,0,0,0,0,0,0,0
"NQ","NQ12","Greenvale","2",2001-05-27,2001-05-28,"144 55.940 E","19 6.320 S","trap","GPS","degrees decimal minutes",0,0,1,2,0,7,1,5,0,0,0,0,0,0,0
"NQ","NQ12","Greenvale","1",2001-07-29,2001-07-30,"144 57.000 E","19 5.080 S","trap","GPS","degrees decimal minutes",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"NQ","NQ12","Greenvale","2",2001-07-29,2001-07-30,"144 55.940 E","19 6.320 S","trap","GPS","degrees decimal minutes",0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
"NQ","NQ12","Greenvale","1",2002-03-01,2002-03-02,"144 57.000 E","19 5.080 S","trap","GPS","degrees decimal minutes",49,0,1,0,0,11,0,0,0,0,0,0,0,0,0
"NQ","NQ12","Greenvale","2",2002-03-01,2002-03-02,"144 55.940 E","19 6.320 S","trap","GPS","degrees decimal minutes",26,0,25,0,0,152,16,12,0,0,0,0,0,0,0
"NQ","NQ12","Greenvale","1",2002-04-01,2002-04-02,"144 57.000 E","19 5.080 S","trap","GPS","degrees decimal minutes",69,0,3,0,0,2199,1,11,0,0,0,0,0,0,0
"NQ","NQ12","Greenvale","2",2002-04-01,2002-04-02,"144 55.940 E","19 6.320 S","trap","GPS","degrees decimal minutes",471,0,40,0,1,4081,36,146,0,0,0,0,0,0,0
"NQ","NQ11","Malanda","1",2001-03-14,2001-03-15,"145 32.900 E","17 19.630 S","trap","GPS","degrees decimal minutes",36,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NQ","NQ11","Malanda","2",2001-03-14,2001-03-15,"145 32.730 E","17 19.650 S","trap","GPS","degrees decimal minutes",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NQ","NQ11","Malanda","1",2001-04-26,2001-04-27,"145 32.900 E","17 19.630 S","trap","GPS","degrees decimal minutes",2,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"NQ","NQ11","Malanda","2",2001-04-26,2001-04-27,"145 32.730 E","17 19.650 S","trap","GPS","degrees decimal minutes",0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
"NQ","NQ11","Malanda","1",2001-05-16,2001-05-17,"145 32.900 E","17 19.630 S","trap","GPS","degrees decimal minutes",7,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"NQ","NQ11","Malanda","2",2001-05-16,2001-05-17,"145 32.730 E","17 19.650 S","trap","GPS","degrees decimal minutes",4,0,0,0,0,2,0,0,0,1,0,0,0,0,0
"NQ","NQ11","Malanda","1",2001-06-20,2001-06-21,"145 32.900 E","17 19.630 S","trap","GPS","degrees decimal minutes",1,0,0,0,0,0,0,0,0,5,0,0,0,0,0
"NQ","NQ11","Malanda","2",2001-06-20,2001-06-21,"145 32.730 E","17 19.650 S","trap","GPS","degrees decimal minutes",0,0,0,0,0,3,0,0,0,2,0,0,0,0,0
"NQ","NQ11","Malanda","1",2001-07-24,2001-07-25,"145 32.900 E","17 19.630 S","trap","GPS","degrees decimal minutes",0,0,0,0,0,1,0,0,0,2,0,0,0,0,0
"NQ","NQ11","Malanda","2",2001-07-24,2001-07-25,"145 32.730 E","17 19.650 S","trap","GPS","degrees decimal minutes",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"NQ","NQ11","Malanda","1",2001-08-28,2001-08-29,"145 32.900 E","17 19.630 S","trap","GPS","degrees decimal minutes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NQ","NQ11","Malanda","2",2001-08-28,2001-08-29,"145 32.730 E","17 19.650 S","trap","GPS","degrees decimal minutes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NQ","NQ11","Malanda","1",2001-09-26,2001-09-27,"145 32.900 E","17 19.630 S","trap","GPS","degrees decimal minutes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NQ","NQ11","Malanda","2",2001-09-26,2001-09-27,"145 32.730 E","17 19.650 S","trap","GPS","degrees decimal minutes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NQ","NQ11","Malanda","1",2001-10-25,2001-10-26,"145 32.900 E","17 19.630 S","trap","GPS","degrees decimal minutes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NQ","NQ11","Malanda","2",2001-10-25,2001-10-26,"145 32.730 E","17 19.650 S","trap","GPS","degrees decimal minutes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NQ","NQ11","Malanda","1",2001-11-26,2001-11-27,"145 32.900 E","17 19.630 S","trap","GPS","degrees decimal minutes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NQ","NQ11","Malanda","2",2001-11-27,2001-11-28,"145 32.730 E","17 19.650 S","trap","GPS","degrees decimal minutes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NQ","NQ11","Malanda","1",2001-12-21,2001-12-22,"145 32.900 E","17 19.630 S","trap","GPS","degrees decimal minutes",0,0,0,0,0,0,0,0,0,12,0,0,0,0,0
"NQ","NQ11","Malanda","2",2001-12-21,2001-12-22,"145 32.730 E","17 19.650 S","trap","GPS","degrees decimal minutes",0,0,2,0,0,16,0,0,0,0,0,0,0,0,0
"NQ","NQ11","Malanda","1",2002-01-20,2002-01-21,"145 32.900 E","17 19.630 S","trap","GPS","degrees decimal minutes",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NQ","NQ11","Malanda","2",2002-01-20,2002-01-21,"145 32.730 E","17 19.650 S","trap","GPS","degrees decimal minutes",0,0,0,0,0,3,0,0,0,1,0,0,0,0,0
"NQ","NQ11","Malanda","1",2002-02-21,2002-02-22,"145 32.900 E","17 19.630 S","trap","GPS","degrees decimal minutes",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NQ","NQ11","Malanda","2",2002-02-21,2002-02-22,"145 32.730 E","17 19.650 S","trap","GPS","degrees decimal minutes",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NQ","NQ11","Malanda","1",2002-03-26,2002-03-27,"145 32.900 E","17 19.630 S","trap","GPS","degrees decimal minutes",11,0,2,0,0,1,0,0,0,0,0,0,0,0,0
"NQ","NQ11","Malanda","2",2002-03-26,2002-03-27,"145 32.730 E","17 19.650 S","trap","GPS","degrees decimal minutes",5,0,0,0,0,13,0,0,0,0,0,0,0,0,0
"SQ","SQ11","Nindigully","1",2001-02-22,2001-02-23,"148 41 34.0 E","28 21 59.0 S","trap","GPS","degrees minutes seconds",178,0,0,0,0,53,0,2,0,0,0,0,0,0,0
"SQ","SQ11","Nindigully","2",2001-02-22,2001-02-23,"148 41 23.0 E","28 21 59.0 S","trap","GPS","degrees minutes seconds",10,0,0,0,0,39,0,13,0,0,0,0,0,1,0
"SQ","SQ11","Nindigully","1",2001-03-29,2001-03-30,"148 41 34.0 E","28 21 59.0 S","trap","GPS","degrees minutes seconds",96,0,0,3,0,315,0,55,0,0,0,0,0,0,0
"SQ","SQ11","Nindigully","2",2001-03-29,2001-03-30,"148 41 23.0 E","28 21 59.0 S","trap","GPS","degrees minutes seconds",101,0,0,1,0,364,1,42,0,0,0,0,0,0,0
"SQ","SQ11","Nindigully","1",2001-05-02,2001-05-03,"148 41 34.0 E","28 21 59.0 S","trap","GPS","degrees minutes seconds",19,0,0,1,0,110,0,0,0,0,0,0,0,0,0
"SQ","SQ11","Nindigully","2",2001-05-02,2001-05-03,"148 41 23.0 E","28 21 59.0 S","trap","GPS","degrees minutes seconds",147,0,0,6,0,75,0,15,0,0,0,0,0,0,0
"SQ","SQ11","Nindigully","1",2001-05-30,2001-05-31,"148 41 34.0 E","28 21 59.0 S","trap","GPS","degrees minutes seconds",0,0,0,0,1,27,0,1,0,0,0,0,0,0,0
"SQ","SQ11","Nindigully","2",2001-05-30,2001-05-31,"148 41 23.0 E","28 21 59.0 S","trap","GPS","degrees minutes seconds",3,0,0,0,0,30,0,0,0,0,0,0,0,0,0
"SQ","SQ11","Nindigully","1",2001-06-30,2001-07-01,"148 41 34.0 E","28 21 59.0 S","trap","GPS","degrees minutes seconds",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SQ","SQ11","Nindigully","2",2001-06-30,2001-07-01,"148 41 23.0 E","28 21 59.0 S","trap","GPS","degrees minutes seconds",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SQ","SQ11","Nindigully","1",2001-07-30,2001-07-31,"148 41 34.0 E","28 21 59.0 S","trap","GPS","degrees minutes seconds",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SQ","SQ11","Nindigully","2",2001-07-30,2001-07-31,"148 41 23.0 E","28 21 59.0 S","trap","GPS","degrees minutes seconds",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SQ","SQ11","Nindigully","1",2001-09-04,2001-09-05,"148 41 34.0 E","28 21 59.0 S","trap","GPS","degrees minutes seconds",1,0,0,0,0,56,2,1,0,0,0,0,0,0,0
"SQ","SQ11","Nindigully","2",2001-09-04,2001-09-05,"148 41 23.0 E","28 21 59.0 S","trap","GPS","degrees minutes seconds",0,0,0,0,0,3,0,1,0,0,0,0,0,0,0
"SQ","SQ11","Nindigully","1",2001-09-30,2001-10-01,"148 41 34.0 E","28 21 59.0 S","trap","GPS","degrees minutes seconds",0,0,0,1,0,467,4,58,0,0,0,0,0,0,0
"SQ","SQ11","Nindigully","2",2001-09-30,2001-10-01,"148 41 23.0 E","28 21 59.0 S","trap","GPS","degrees minutes seconds",3,0,0,2,0,42,0,34,0,0,0,0,0,0,0
"SQ","SQ11","Nindigully","1",2001-10-31,2001-11-01,"148 41 34.0 E","28 21 59.0 S","trap","GPS","degrees minutes seconds",95,0,0,46,1,43,4,79,0,0,0,0,0,0,0
"SQ","SQ11","Nindigully","2",2001-10-31,2001-11-01,"148 41 23.0 E","28 21 59.0 S","trap","GPS","degrees minutes seconds",48,0,0,27,3,123,13,229,0,0,0,0,0,2,0
"SQ","SQ11","Nindigully","1",2001-12-03,2001-12-04,"148 41 34.0 E","28 21 59.0 S","trap","GPS","degrees minutes seconds",73,0,0,36,18,187,0,44,0,0,0,0,0,0,0
"SQ","SQ11","Nindigully","2",2001-12-03,2001-12-04,"148 41 23.0 E","28 21 59.0 S","trap","GPS","degrees minutes seconds",80,0,0,36,12,166,2,46,0,0,0,0,0,1,0
"SQ","SQ11","Nindigully","1",2002-01-07,2002-01-08,"148 41 34.0 E","28 21 59.0 S","trap","GPS","degrees minutes seconds",93,0,0,7,0,14,0,5,0,0,0,0,0,0,0
"SQ","SQ11","Nindigully","2",2002-01-07,2002-01-08,"148 41 23.0 E","28 21 59.0 S","trap","GPS","degrees minutes seconds",54,0,0,13,0,11,0,1,0,0,0,0,0,0,0
"SQ","SQ11","Nindigully","1",2002-02-07,2002-02-08,"148 41 34.0 E","28 21 59.0 S","trap","GPS","degrees minutes seconds",0,0,0,0,0,6,0,3,0,0,0,0,0,0,0
"SQ","SQ11","Nindigully","2",2002-02-07,2002-02-08,"148 41 23.0 E","28 21 59.0 S","trap","GPS","degrees minutes seconds",3,0,0,0,0,5,0,1,0,0,0,0,0,0,0
"CQ","CQ14","Springsure 1","1",2001-03-29,2001-03-30,"148 19.23 E","24 17.56 S","trap","GPS","degrees decimal minutes",243,0,0,0,1,24,4,1,0,0,0,0,0,0,0
"CQ","CQ14","Springsure 1","2",2001-03-29,2001-03-30,"148 19.23 E","24 17.56 S","site","GPS","degrees decimal minutes",89,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CQ","CQ14","Springsure 1","1",2001-04-20,2001-04-21,"148 19.23 E","24 17.56 S","trap","GPS","degrees decimal minutes",7,0,0,0,0,6,0,0,0,0,0,0,0,0,0
"CQ","CQ14","Springsure 1","2",2001-04-20,2001-04-21,"148 19.23 E","24 17.56 S","site","GPS","degrees decimal minutes",10,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"CQ","CQ14","Springsure 1","1",2002-01-25,2002-01-26,"148 19.23 E","24 17.56 S","trap","GPS","degrees decimal minutes",18,0,0,0,1,11,1,10,0,0,0,0,0,0,0
"CQ","CQ14","Springsure 1","2",2002-01-25,2002-01-26,"148 19.23 E","24 17.56 S","site","GPS","degrees decimal minutes",4,0,0,2,0,57,24,66,0,0,0,0,0,0,0
"CQ","CQ14","Springsure 1","1",2002-03-01,2002-03-02,"148 19.23 E","24 17.56 S","trap","GPS","degrees decimal minutes",52,0,0,0,0,32,1,6,0,0,0,0,0,0,0
"CQ","CQ14","Springsure 1","2",2002-03-01,2002-03-02,"148 19.23 E","24 17.56 S","site","GPS","degrees decimal minutes",84,0,0,1,0,28,3,4,0,0,0,0,0,0,0
"CQ","CQ14","Springsure 1","1",2002-04-01,2002-04-02,"148 19.23 E","24 17.56 S","trap","GPS","degrees decimal minutes",11,0,0,1,0,14,0,4,0,0,0,0,0,0,0
"CQ","CQ14","Springsure 1","2",2002-04-01,2002-04-02,"148 19.23 E","24 17.56 S","site","GPS","degrees decimal minutes",15,0,0,0,1,4,0,2,0,0,0,0,0,0,0
"CQ","CQ14","Springsure 1","1",2002-05-06,2002-05-07,"148 19.23 E","24 17.56 S","trap","GPS","degrees decimal minutes",1,0,0,0,0,3,0,1,0,0,0,0,0,0,0
"CQ","CQ14","Springsure 1","2",2002-05-06,2002-05-07,"148 19.23 E","24 17.56 S","site","GPS","degrees decimal minutes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CQ","CQ37","Boulia 1","1",2001-05-10,2001-05-11,"139 41.08 E","23 19.88 S","trap","GPS","degrees decimal minutes",11,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"CQ","CQ37","Boulia 1","2",2001-05-10,2001-05-11,"139 41.08 E","23 19.88 S","site","GPS","degrees decimal minutes",9,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"CQ","CQ37","Boulia 1","1",2001-06-15,2001-06-16,"139 41.08 E","23 19.88 S","trap","GPS","degrees decimal minutes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CQ","CQ37","Boulia 1","2",2001-06-15,2001-06-16,"139 41.08 E","23 19.88 S","site","GPS","degrees decimal minutes",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CQ","CQ37","Boulia 1","1",2002-02-09,2002-02-10,"139 41.08 E","23 19.88 S","trap","GPS","degrees decimal minutes",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CQ","CQ37","Boulia 1","2",2002-02-09,2002-02-10,"139 41.08 E","23 19.88 S","site","GPS","degrees decimal minutes",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"CQ","CQ37","Boulia 1","1",2002-03-10,2002-03-11,"139 41.08 E","23 19.88 S","trap","GPS","degrees decimal minutes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CQ","CQ37","Boulia 1","2",2002-03-10,2002-03-11,"139 41.08 E","23 19.88 S","site","GPS","degrees decimal minutes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NQ","NQ9","Mount Isa","1",2001-03-01,2001-03-02,"139 23.420 E","20 35.570 S","trap","GPS","degrees decimal minutes",379,0,0,0,0,159,0,0,0,0,0,0,0,0,0
"NQ","NQ9","Mount Isa","2",2001-03-01,2001-03-02,"139 21.020 E","20 38.130 S","trap","GPS","degrees decimal minutes",432,0,0,0,0,286,0,0,0,0,0,0,0,0,0
"NQ","NQ9","Mount Isa","1",2001-04-04,2001-04-05,"139 23.420 E","20 35.570 S","trap","GPS","degrees decimal minutes",40,0,0,0,0,5,0,0,0,0,0,0,0,0,0
"NQ","NQ9","Mount Isa","2",2001-04-04,2001-04-05,"139 21.020 E","20 38.130 S","trap","GPS","degrees decimal minutes",459,0,0,1,0,3,0,0,0,0,0,0,0,0,0
"NQ","NQ9","Mount Isa","1",2001-05-12,2001-05-13,"139 23.420 E","20 35.570 S","trap","GPS","degrees decimal minutes",2,0,0,0,0,7,0,0,0,0,0,0,0,0,0
"NQ","NQ9","Mount Isa","2",2001-05-12,2001-05-13,"139 21.020 E","20 38.130 S","trap","GPS","degrees decimal minutes",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"NQ","NQ9","Mount Isa","1",2001-07-01,2001-07-02,"139 23.420 E","20 35.570 S","trap","GPS","degrees decimal minutes",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"NQ","NQ9","Mount Isa","2",2001-07-01,2001-07-02,"139 21.020 E","20 38.130 S","trap","GPS","degrees decimal minutes",1,0,0,0,0,26,0,0,0,0,0,0,0,0,0
"NQ","NQ9","Mount Isa","1",2002-02-04,2002-02-05,"139 23.420 E","20 35.570 S","trap","GPS","degrees decimal minutes",31,0,0,0,0,29,0,0,0,0,0,0,0,0,0
"NQ","NQ9","Mount Isa","2",2002-02-04,2002-02-05,"139 21.020 E","20 38.130 S","trap","GPS","degrees decimal minutes",83,0,0,1,0,96,0,0,0,0,0,0,0,0,0
"NQ","NQ21","Pentland","1",2001-04-17,2001-04-18,"145 44.680 E","20 43.100 S","trap","GPS","degrees decimal minutes",20,0,24,0,0,152,0,21,0,0,0,0,0,0,0
"NQ","NQ21","Pentland","2",2001-04-17,2001-04-18,"145 45.770 E","20 44.740 S","trap","GPS","degrees decimal minutes",0,0,17,0,0,59,0,15,0,0,0,0,0,0,0
"NQ","NQ21","Pentland","1",2001-05-17,2001-05-18,"145 44.680 E","20 43.100 S","trap","GPS","degrees decimal minutes",3,0,7,0,0,27,0,1,0,0,0,0,0,0,0
"NQ","NQ21","Pentland","2",2001-05-17,2001-05-18,"145 45.770 E","20 44.740 S","trap","GPS","degrees decimal minutes",0,0,5,2,0,98,0,1,0,0,0,0,0,0,0
"NQ","NQ21","Pentland","1",2001-06-18,2001-06-19,"145 44.680 E","20 43.100 S","trap","GPS","degrees decimal minutes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NQ","NQ21","Pentland","2",2001-06-18,2001-06-19,"145 45.770 E","20 44.740 S","trap","GPS","degrees decimal minutes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NQ","NQ21","Pentland","1",2001-08-17,2001-08-18,"145 44.680 E","20 43.100 S","trap","GPS","degrees decimal minutes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NQ","NQ21","Pentland","2",2001-08-17,2001-08-18,"145 45.770 E","20 44.740 S","trap","GPS","degrees decimal minutes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NQ","NQ21","Pentland","1",2001-10-17,2001-10-18,"145 44.680 E","20 43.100 S","trap","GPS","degrees decimal minutes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NQ","NQ21","Pentland","2",2001-10-17,2001-10-18,"145 45.770 E","20 44.740 S","trap","GPS","degrees decimal minutes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NQ","NQ21","Pentland","1",2001-11-29,2001-11-30,"145 44.680 E","20 43.100 S","trap","GPS","degrees decimal minutes",132,0,14,0,0,3,0,0,0,0,0,0,0,0,0
"NQ","NQ21","Pentland","2",2001-11-29,2001-11-30,"145 45.770 E","20 44.740 S","trap","GPS","degrees decimal minutes",101,0,4,0,0,1,0,17,0,0,0,0,0,0,0
"NQ","NQ21","Pentland","1",2001-12-12,2001-12-13,"145 44.680 E","20 43.100 S","trap","GPS","degrees decimal minutes",720,0,35,0,0,22,0,43,0,0,0,0,0,0,0
"NQ","NQ21","Pentland","2",2001-12-12,2001-12-13,"145 45.770 E","20 44.740 S","trap","GPS","degrees decimal minutes",133,0,1,0,0,5,0,5,0,0,0,0,0,0,0
"NQ","NQ21","Pentland","1",2002-01-23,2002-01-24,"145 44.680 E","20 43.100 S","trap","GPS","degrees decimal minutes",2,0,0,0,0,21,0,14,0,0,0,0,0,0,0
"NQ","NQ21","Pentland","2",2002-01-23,2002-01-24,"145 45.770 E","20 44.740 S","trap","GPS","degrees decimal minutes",7,0,2,0,0,46,0,49,0,0,0,0,0,0,0
"NQ","NQ26","Georgetown 2","1",2001-04-22,2001-04-23,"142 38.85 E","17 35.30 S","trap","GPS","degrees decimal minutes",13,0,0,0,0,46,0,0,0,0,0,0,0,0,0
"NQ","NQ26","Georgetown 2","2",2001-04-22,2001-04-23,"142 46.74 E","17 36.02 S","trap","GPS","degrees decimal minutes",662,0,0,0,0,155,0,0,0,0,0,0,0,0,0
"NQ","NQ26","Georgetown 2","3",2001-05-25,2001-05-26,"142 53 03.00 E","17 36 02.00 S","trap","GPS","degrees minutes seconds",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"NQ","NQ26","Georgetown 2","4",2001-05-25,2001-05-26,"142 34 18.00 E","17 37 18.00 S","trap","GPS","degrees minutes seconds",12,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"NQ","NQ26","Georgetown 2","5",2001-06-28,2001-06-29,"142 44 54.00 E","17 35 17.00 S","trap","GPS","degrees minutes seconds",1,0,0,0,0,11,0,0,0,0,0,0,0,0,0
"NQ","NQ26","Georgetown 2","5",2001-06-28,2001-06-29,"142 44 54.00 E","17 35 17.00 S","trap","GPS","degrees minutes seconds",8,0,1,0,0,18,0,0,0,0,0,0,0,0,0
"NQ","NQ26","Georgetown 2","6",2001-07-27,2001-07-28,"142 51 03.00 E","17 35 00.00 S","trap","GPS","degrees minutes seconds",1,0,0,2,0,16,0,0,0,0,0,0,0,0,0
"NQ","NQ26","Georgetown 2","7",2001-07-27,2001-07-28,"142 45 23.00 E","17 35 11.00 S","trap","GPS","degrees minutes seconds",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"NQ","NQ26","Georgetown 2","3",2001-08-29,2001-08-30,"142 53 03.00 E","17 36 02.00 S","trap","GPS","degrees minutes seconds",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NQ","NQ26","Georgetown 2","5",2001-08-29,2001-08-30,"142 44 54.00 E","17 35 17.00 S","trap","GPS","degrees minutes seconds",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NQ","NQ26","Georgetown 2","8",2001-10-27,2001-10-28,"142 40.263 E","17 38.932 S","trap","GPS","degrees decimal minutes",8,0,2,0,0,112,0,0,0,0,0,0,0,0,0
"NQ","NQ26","Georgetown 2","8",2001-11-24,2001-11-25,"142 40.263 E","17 38.932 S","trap","GPS","degrees decimal minutes",217,0,0,0,0,112,0,0,0,0,0,0,0,0,0
"NQ","NQ26","Georgetown 2","8",2002-01-29,2002-01-30,"142 40.263 E","17 38.932 S","trap","GPS","degrees decimal minutes",342,0,0,0,0,24,0,0,0,0,0,0,0,0,0
"NQ","NQ26","Georgetown 2","8",2002-02-28,2002-03-01,"142 40.263 E","17 38.932 S","trap","GPS","degrees decimal minutes",49,0,0,0,0,21,0,4,0,0,0,0,0,0,0
"NQ","NQ26","Georgetown 2","8",2002-03-29,2002-03-30,"142 40.263 E","17 38.932 S","trap","GPS","degrees decimal minutes",499,0,0,0,0,483,0,0,0,0,0,0,0,0,0
"CQ","CQ10","Theodore","1",2001-02-28,2001-03-01,"150 10.09 E","25 03.01 S","trap","GPS","degrees decimal minutes",96,0,35,0,4,122,13,35,0,0,0,0,0,0,0
"CQ","CQ10","Theodore","2",2001-02-28,2001-03-01,"150 10.86 E","25 03.60 S","trap","GPS","degrees decimal minutes",316,0,42,0,0,906,41,579,0,0,0,0,0,1,0
"CQ","CQ10","Theodore","1",2001-03-31,2001-04-01,"150 10.09 E","25 03.01 S","trap","GPS","degrees decimal minutes",33,0,54,0,0,623,65,416,0,0,0,0,0,0,0
"CQ","CQ10","Theodore","2",2001-03-31,2001-04-01,"150 10.86 E","25 03.60 S","trap","GPS","degrees decimal minutes",51,0,178,0,0,183,21,654,0,0,0,0,0,0,0
"CQ","CQ10","Theodore","1",2001-04-27,2001-04-28,"150 10.09 E","25 03.01 S","trap","GPS","degrees decimal minutes",18,0,5,0,0,184,118,577,0,0,0,0,0,0,0
"CQ","CQ10","Theodore","2",2001-04-27,2001-04-28,"150 10.86 E","25 03.60 S","trap","GPS","degrees decimal minutes",213,0,0,2,0,98,18,632,0,0,0,0,0,0,0
"CQ","CQ10","Theodore","1",2001-05-27,2001-05-28,"150 10.09 E","25 03.01 S","trap","GPS","degrees decimal minutes",2,0,3,0,1,10,12,18,0,0,0,0,0,0,0
"CQ","CQ10","Theodore","2",2001-05-27,2001-05-28,"150 10.86 E","25 03.60 S","trap","GPS","degrees decimal minutes",6,0,6,0,0,5,1,28,0,0,0,0,0,0,0
"CQ","CQ10","Theodore","1",2001-07-01,2001-07-02,"150 10.09 E","25 03.01 S","trap","GPS","degrees decimal minutes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CQ","CQ10","Theodore","2",2001-07-01,2001-07-02,"150 10.86 E","25 03.60 S","trap","GPS","degrees decimal minutes",0,0,1,0,0,12,0,1,0,0,0,0,0,0,0
"CQ","CQ10","Theodore","1",2001-07-31,2001-08-01,"150 10.09 E","25 03.01 S","trap","GPS","degrees decimal minutes",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"CQ","CQ10","Theodore","2",2001-07-31,2001-08-01,"150 10.86 E","25 03.60 S","trap","GPS","degrees decimal minutes",0,0,3,0,0,2,1,2,0,0,0,0,0,0,0
"CQ","CQ10","Theodore","1",2001-09-06,2001-09-07,"150 10.09 E","25 03.01 S","trap","GPS","degrees decimal minutes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CQ","CQ10","Theodore","2",2001-09-06,2001-09-07,"150 10.86 E","25 03.60 S","trap","GPS","degrees decimal minutes",0,0,0,0,0,1,3,0,0,0,0,0,0,0,0
"CQ","CQ10","Theodore","1",2001-10-02,2001-10-03,"150 10.09 E","25 03.01 S","trap","GPS","degrees decimal minutes",0,0,0,0,0,9,0,1,0,0,0,0,0,0,0
"CQ","CQ10","Theodore","2",2001-10-02,2001-10-03,"150 10.86 E","25 03.60 S","trap","GPS","degrees decimal minutes",1,0,4,0,1,6,4,20,0,0,0,0,0,0,0
"CQ","CQ10","Theodore","1",2002-01-07,2002-01-08,"150 10.09 E","25 03.01 S","trap","GPS","degrees decimal minutes",0,0,0,0,0,1025,340,1350,0,0,0,0,0,0,0
"CQ","CQ10","Theodore","2",2002-01-07,2002-01-08,"150 10.86 E","25 03.60 S","trap","GPS","degrees decimal minutes",95,0,40,1,0,275,185,1340,0,0,0,0,0,0,0
"CQ","CQ10","Theodore","1",2002-02-06,2002-02-07,"150 10.09 E","25 03.01 S","trap","GPS","degrees decimal minutes",440,0,60,2,1,150,75,435,0,0,0,0,0,0,0
